	Average Volume	Average Sentiment	Average Yaw	Average Roll	Average Pitch	Average Neutral	Average Happiness	Average Sadness	Label
0	0.2976754016030919	0.29133328504136435	4.475462839860717	-6.775569371851326	3.52581706214218	0.8679869733840683	0.08481369561191768	0.0297013126951127	0.0
1	0.08233079701188491	0.39626730348552	-5.904693717410327	-3.548059272858823	-4.824843186675381	0.880672993179658	0.05849798294872417	0.015981799667653514	0.0
2	0.06118064240596148	0.4206796864530904	-4.2793999041068	5.536128702183498	-3.634094722567209	0.7192841420588652	0.10983697471937016	0.137361118095141	0.0
3	0.2441934820709511	0.32709790295310137	4.775490358256754	5.15206325114126	-3.5467248175410075	0.7878064113289227	0.08116427011260616	0.07655379017312547	0.0
4	0.0810920637766524	0.3149236069578178	3.9357533540149783	-5.6899517192884765	5.105144217497191	0.634107785567564	0.3612348808360408	0.00234343045413933	0.0
5	0.21463464412230246	0.40253144899365145	5.011958588444635	-4.126691535195249	-3.4376681341379847	0.6610445795922733	0.23884797549842907	0.08429444270115535	0.0
6	0.26398753236082934	0.1259844123745255	5.222438771035071	4.446009943137108	3.0518149837243556	0.7806530077789335	0.19110371584599112	0.013245826257492791	0.0
7	0.13740391582879946	0.19942607786755218	-5.6424776926420295	-4.916061120004565	-5.508387302258723	0.8682727426819764	0.06794364776021071	0.046301583472338356	0.0
8	0.05454456703350413	0.20178578384890986	-4.848229128861621	5.689362945754035	-3.6695678544690304	0.6614336681384436	0.1470643262384383	0.1192910139592011	0.0
9	0.0740775505964313	0.4248533539870045	-3.519842550891528	4.726743918565738	-4.413341661097774	0.8254893256730151	0.07258947693148701	0.06886149527004395	0.0
10	0.15624998196880857	0.28473272000111205	5.801884635971951	-6.544153684276511	-6.346523595414836	0.5966970505135798	0.2552152927749577	0.06670685075679984	0.0
11	0.28988662939509874	0.33105192316689763	4.596703421070377	5.850855018385676	-4.801299682646766	0.7234106954486839	0.22864264806380502	0.025629644853665888	0.0
12	0.2308301054309053	0.23910319655159595	-4.765045071706998	4.172742409477495	-4.882658377177319	0.7461908166794337	0.13821404993250785	0.057975637266887634	0.0
13	0.11551775151326363	0.4501692502087654	-4.422047575885516	-5.842032493592989	5.189480075508417	0.5378715645646277	0.22758801791025296	0.1098680021866445	0.0
14	0.17590529265877106	0.4074923444855627	6.679808139294594	4.613668268223533	-5.999709965007675	0.568667280550067	0.3900896650611845	0.013090697340040144	0.0
15	0.1907220599904484	0.4820925248870188	4.1602904285052364	-6.084718391792296	-5.550552098999623	0.7305994180091722	0.2502785795645318	0.008697498235072003	0.0
16	0.06342598515053162	0.39931997002620867	6.768697982529215	-4.32729053008546	6.693002902183105	0.675533806227759	0.2868533939509041	0.019728532878905032	0.0
17	0.2353706263481684	0.4490624525897061	6.771584009203323	4.354042325930722	6.117253689619839	0.7358973710361933	0.17603873043224166	0.068869768203144	0.0
18	0.20599973203700553	0.38505670895324606	3.117065240488468	-4.772726825249578	-5.665420611462677	0.5256840407338828	0.38703125909982644	0.018474333896647377	0.0
19	0.05993351789289135	0.42817563517425683	-5.588015428088301	4.509370026672019	4.52922880688243	0.8761277233784712	0.06748639687841589	0.018493273515990005	0.0
